# Induced 14-cycles (coils) in Q5, represented as transition sequences
# Canonicalized: start vertex fixed at 0; sequences identified up to reversing direction.
# Count: 2100
# Format: 14 integers in {0,1,2,3,4} (edge dimensions), comma-separated
1,0,4,1,2,4,3,1,4,0,1,2,4,3
1,0,4,1,2,4,3,1,4,0,2,1,4,3
1,0,4,1,3,0,1,2,0,4,1,0,3,2
1,0,4,1,3,0,1,2,0,4,1,3,0,2
1,0,4,1,3,0,1,2,4,0,1,3,0,2
1,0,4,1,3,0,2,1,0,4,1,3,0,2
1,0,4,1,3,0,2,1,4,0,1,3,0,2
1,0,4,1,3,2,4,1,0,4,3,1,4,2
1,0,4,1,3,4,2,1,0,4,1,3,4,2
1,0,4,1,3,4,2,1,0,4,3,1,4,2
1,0,4,1,3,4,2,1,4,0,1,3,4,2
1,0,4,1,3,4,2,1,4,0,3,1,4,2
1,0,4,2,0,3,1,2,0,4,2,3,0,2
1,0,4,2,0,3,2,1,0,2,4,0,3,2
1,0,4,2,0,3,2,1,0,2,4,3,0,2
1,0,4,2,0,3,2,1,0,4,2,0,3,2
1,0,4,2,0,3,2,1,0,4,2,3,0,2
1,0,4,2,0,3,4,0,1,2,4,0,3,4
1,0,4,2,0,3,4,0,1,4,2,0,3,4
1,0,4,2,0,3,4,0,1,4,2,0,4,3
1,0,4,2,0,3,4,1,0,2,4,0,3,4
1,0,4,2,0,3,4,1,0,4,2,0,3,4
1,0,4,2,1,0,3,1,4,0,1,2,0,3
1,0,4,2,1,3,2,0,1,2,4,1,3,2
1,0,4,2,1,3,4,0,1,4,2,1,3,4
1,0,4,2,1,3,4,1,0,4,2,1,3,4
1,0,4,2,1,3,4,1,0,4,2,1,4,3
1,0,4,2,1,4,3,0,1,4,2,1,3,4
1,0,4,2,1,4,3,1,0,4,1,2,3,4
1,0,4,2,1,4,3,1,0,4,1,2,4,3
1,0,4,2,1,4,3,1,0,4,2,1,3,4
1,0,4,2,1,4,3,1,0,4,2,1,4,3
1,0,4,2,3,0,1,2,0,4,2,3,0,2
1,0,4,2,3,0,2,1,0,4,2,0,3,2
1,0,4,2,3,0,2,1,0,4,2,3,0,2
1,0,4,2,3,0,4,1,0,2,4,0,3,4
1,0,4,2,3,4,1,2,4,0,2,3,4,2
1,0,4,3,0,2,1,3,0,4,3,2,0,3
1,0,4,3,0,2,3,1,0,3,4,0,2,3
1,0,4,3,0,2,3,1,0,3,4,2,0,3
1,0,4,3,0,2,3,1,0,4,3,0,2,3
1,0,4,3,0,2,3,1,0,4,3,2,0,3
1,0,4,3,0,2,4,0,1,3,4,0,2,4
1,0,4,3,0,2,4,0,1,4,3,0,2,4
1,0,4,3,0,2,4,0,1,4,3,0,4,2
1,0,4,3,0,2,4,1,0,3,4,0,2,4
1,0,4,3,0,2,4,1,0,4,3,0,2,4
1,0,4,3,1,0,2,1,4,0,1,3,0,2
1,0,4,3,1,2,3,0,1,3,4,1,2,3
1,0,4,3,1,2,4,0,1,4,3,1,2,4
1,0,4,3,1,2,4,1,0,4,3,1,2,4
1,0,4,3,1,2,4,1,0,4,3,1,4,2
1,0,4,3,1,4,2,0,1,4,3,1,2,4
1,0,4,3,1,4,2,1,0,4,1,3,2,4
1,0,4,3,1,4,2,1,0,4,1,3,4,2
1,0,4,3,1,4,2,1,0,4,3,1,2,4
1,0,4,3,1,4,2,1,0,4,3,1,4,2
1,0,4,3,2,0,1,3,0,4,3,2,0,3
1,0,4,3,2,0,3,1,0,4,3,0,2,3
1,0,4,3,2,0,3,1,0,4,3,2,0,3
1,0,4,3,2,0,4,1,0,3,4,0,2,4
1,0,4,3,2,4,1,3,4,0,3,2,4,3
1,2,0,1,3,0,4,1,0,2,1,3,0,4
1,2,0,1,3,0,4,1,0,2,3,1,0,4
1,2,0,1,3,0,4,1,2,0,1,3,0,4
1,2,0,1,3,0,4,1,2,0,3,1,0,4
1,2,0,1,3,2,1,4,0,2,1,3,2,4
1,2,0,1,3,2,1,4,2,0,1,2,3,4
1,2,0,1,3,2,1,4,2,0,1,3,2,4
1,2,0,1,3,2,4,1,0,2,1,3,2,4
1,2,0,1,3,2,4,1,2,0,1,3,2,4
1,2,0,1,3,4,0,1,2,0,3,1,0,4
1,2,0,1,4,0,3,1,0,2,1,4,0,3
1,2,0,1,4,0,3,1,0,2,4,1,0,3
1,2,0,1,4,0,3,1,2,0,1,4,0,3
1,2,0,1,4,0,3,1,2,0,4,1,0,3
1,2,0,1,4,2,1,3,0,2,1,4,2,3
1,2,0,1,4,2,1,3,2,0,1,2,4,3
1,2,0,1,4,2,1,3,2,0,1,4,2,3
1,2,0,1,4,2,3,1,0,2,1,4,2,3
1,2,0,1,4,2,3,1,2,0,1,4,2,3
1,2,0,1,4,3,0,1,2,0,4,1,0,3
1,2,0,3,1,0,4,1,2,0,1,3,0,4
1,2,0,3,1,0,4,1,2,0,3,1,0,4
1,2,0,3,1,2,4,1,0,2,1,3,2,4
1,2,0,3,1,4,0,1,2,0,3,1,0,4
1,2,0,3,1,4,3,2,1,3,0,1,4,3
1,2,0,3,2,4,0,2,1,0,3,2,0,4
1,2,0,3,2,4,1,3,2,0,3,4,2,3
1,2,0,3,2,4,3,1,2,0,3,2,4,3
1,2,0,3,2,4,3,1,2,0,3,4,2,3
1,2,0,3,2,4,3,1,2,3,0,2,4,3
1,2,0,3,2,4,3,1,2,3,0,4,2,3
1,2,0,3,4,0,1,3,0,2,3,4,0,3
1,2,0,3,4,2,1,3,2,0,3,4,2,3
1,2,0,3,4,2,3,1,2,0,3,2,4,3
1,2,0,3,4,2,3,1,2,0,3,4,2,3
1,2,0,4,1,0,3,1,2,0,1,4,0,3
1,2,0,4,1,0,3,1,2,0,4,1,0,3
1,2,0,4,1,2,3,1,0,2,1,4,2,3
1,2,0,4,1,3,0,1,2,0,4,1,0,3
1,2,0,4,1,3,4,2,1,4,0,1,3,4
1,2,0,4,2,3,0,2,1,0,4,2,0,3
1,2,0,4,2,3,1,4,2,0,4,3,2,4
1,2,0,4,2,3,4,1,2,0,4,2,3,4
1,2,0,4,2,3,4,1,2,0,4,3,2,4
1,2,0,4,2,3,4,1,2,4,0,2,3,4
1,2,0,4,2,3,4,1,2,4,0,3,2,4
1,2,0,4,3,0,1,4,0,2,4,3,0,4
1,2,0,4,3,2,1,4,2,0,4,3,2,4
1,2,0,4,3,2,4,1,2,0,4,2,3,4
1,2,0,4,3,2,4,1,2,0,4,3,2,4
1,2,3,0,1,2,4,1,3,2,1,0,2,4
1,2,3,0,1,3,4,1,2,3,0,1,3,4
1,2,3,0,1,3,4,1,2,3,0,1,4,3
1,2,3,0,1,3,4,1,2,3,1,0,3,4
1,2,3,0,1,3,4,1,2,3,1,0,4,3
1,2,3,0,1,3,4,2,1,3,0,1,4,3
1,2,3,0,1,4,3,1,2,3,0,1,3,4
1,2,3,0,1,4,3,1,2,3,0,1,4,3
1,2,3,0,1,4,3,2,1,3,0,1,4,3
1,2,3,0,2,4,3,1,2,0,3,2,4,3
1,2,3,0,2,4,3,1,2,3,0,2,4,3
1,2,3,0,2,4,3,2,1,0,3,2,4,3
1,2,3,0,2,4,3,2,1,3,0,2,3,4
1,2,3,0,2,4,3,2,1,3,0,2,4,3
1,2,3,0,4,2,3,1,2,0,3,2,4,3
1,2,3,1,0,2,1,4,2,3,1,0,2,4
1,2,3,1,0,2,1,4,2,3,1,2,0,4
1,2,3,1,0,2,1,4,3,2,1,0,2,4
1,2,3,1,0,2,4,1,2,3,1,0,2,4
1,2,3,1,0,2,4,1,3,2,1,0,2,4
1,2,3,1,0,3,4,1,2,3,0,1,3,4
1,2,3,1,0,3,4,1,2,3,1,0,3,4
1,2,3,1,0,3,4,1,3,2,0,1,3,4
1,2,3,1,0,3,4,1,3,2,1,0,3,4
1,2,3,1,0,4,3,1,2,3,0,1,3,4
1,2,3,4,0,2,1,4,2,3,4,0,2,4
1,2,3,4,0,2,3,1,2,4,3,2,0,3
1,2,3,4,0,2,4,1,2,3,4,0,2,4
1,2,3,4,0,2,4,1,2,3,4,2,0,4
1,2,3,4,0,3,1,4,3,2,4,0,3,4
1,2,3,4,1,0,3,1,2,3,4,1,0,3
1,2,3,4,1,0,3,2,1,3,4,1,0,3
1,2,3,4,1,0,4,2,1,4,3,1,0,4
1,2,3,4,1,3,0,1,2,3,1,4,0,3
1,2,3,4,1,3,0,1,2,3,4,1,0,3
1,2,3,4,1,3,0,2,1,3,4,1,0,3
1,2,3,4,2,0,1,4,2,3,4,0,2,4
1,2,3,4,2,0,3,1,2,3,4,2,0,3
1,2,3,4,2,0,3,1,2,4,3,2,0,3
1,2,3,4,2,0,3,2,1,3,4,2,0,3
1,2,3,4,2,0,3,2,1,4,3,2,0,3
1,2,3,4,2,0,4,1,2,3,4,0,2,4
1,2,3,4,2,0,4,1,2,3,4,2,0,4
1,2,3,4,2,0,4,1,2,4,3,0,2,4
1,2,3,4,2,0,4,1,2,4,3,2,0,4
1,2,4,0,1,2,3,1,4,2,1,0,2,3
1,2,4,0,1,3,4,1,2,4,0,1,3,4
1,2,4,0,1,3,4,1,2,4,0,1,4,3
1,2,4,0,1,3,4,2,1,4,0,1,3,4
1,2,4,0,1,4,3,1,2,4,0,1,3,4
1,2,4,0,1,4,3,1,2,4,0,1,4,3
1,2,4,0,1,4,3,1,2,4,1,0,3,4
1,2,4,0,1,4,3,1,2,4,1,0,4,3
1,2,4,0,1,4,3,2,1,4,0,1,3,4
1,2,4,0,2,3,4,1,2,0,4,2,3,4
1,2,4,0,2,3,4,1,2,4,0,2,3,4
1,2,4,0,2,3,4,2,1,0,4,2,3,4
1,2,4,0,2,3,4,2,1,4,0,2,3,4
1,2,4,0,2,3,4,2,1,4,0,2,4,3
1,2,4,0,3,2,4,1,2,0,4,2,3,4
1,2,4,1,0,2,1,3,2,4,1,0,2,3
1,2,4,1,0,2,1,3,2,4,1,2,0,3
1,2,4,1,0,2,1,3,4,2,1,0,2,3
1,2,4,1,0,2,3,1,2,4,1,0,2,3
1,2,4,1,0,2,3,1,4,2,1,0,2,3
1,2,4,1,0,3,4,1,2,4,0,1,4,3
1,2,4,1,0,4,3,1,2,4,0,1,4,3
1,2,4,1,0,4,3,1,2,4,1,0,4,3
1,2,4,1,0,4,3,1,4,2,0,1,4,3
1,2,4,1,0,4,3,1,4,2,1,0,4,3
1,2,4,3,0,2,1,3,2,4,3,0,2,3
1,2,4,3,0,2,3,1,2,4,3,0,2,3
1,2,4,3,0,2,3,1,2,4,3,2,0,3
1,2,4,3,0,2,4,1,2,3,4,2,0,4
1,2,4,3,0,4,1,3,4,2,3,0,4,3
1,2,4,3,1,0,3,2,1,3,4,1,0,3
1,2,4,3,1,0,4,1,2,4,3,1,0,4
1,2,4,3,1,0,4,2,1,4,3,1,0,4
1,2,4,3,1,4,0,1,2,4,1,3,0,4
1,2,4,3,1,4,0,1,2,4,3,1,0,4
1,2,4,3,1,4,0,2,1,4,3,1,0,4
1,2,4,3,2,0,1,3,2,4,3,0,2,3
1,2,4,3,2,0,3,1,2,3,4,0,2,3
1,2,4,3,2,0,3,1,2,3,4,2,0,3
1,2,4,3,2,0,3,1,2,4,3,0,2,3
1,2,4,3,2,0,3,1,2,4,3,2,0,3
1,2,4,3,2,0,4,1,2,3,4,2,0,4
1,2,4,3,2,0,4,1,2,4,3,2,0,4
1,2,4,3,2,0,4,2,1,3,4,2,0,4
1,2,4,3,2,0,4,2,1,4,3,2,0,4
1,3,0,1,2,0,4,1,0,3,1,2,0,4
1,3,0,1,2,0,4,1,0,3,2,1,0,4
1,3,0,1,2,0,4,1,3,0,1,2,0,4
1,3,0,1,2,0,4,1,3,0,2,1,0,4
1,3,0,1,2,3,1,4,0,3,1,2,3,4
1,3,0,1,2,3,1,4,3,0,1,2,3,4
1,3,0,1,2,3,1,4,3,0,1,3,2,4
1,3,0,1,2,3,4,1,0,3,1,2,3,4
1,3,0,1,2,3,4,1,3,0,1,2,3,4
1,3,0,1,2,4,0,1,3,0,2,1,0,4
1,3,0,1,4,0,2,1,0,3,1,4,0,2
1,3,0,1,4,0,2,1,0,3,4,1,0,2
1,3,0,1,4,0,2,1,3,0,1,4,0,2
1,3,0,1,4,0,2,1,3,0,4,1,0,2
1,3,0,1,4,2,0,1,3,0,4,1,0,2
1,3,0,1,4,3,1,2,0,3,1,4,3,2
1,3,0,1,4,3,1,2,3,0,1,3,4,2
1,3,0,1,4,3,1,2,3,0,1,4,3,2
1,3,0,1,4,3,2,1,0,3,1,4,3,2
1,3,0,1,4,3,2,1,3,0,1,4,3,2
1,3,0,2,1,0,4,1,3,0,1,2,0,4
1,3,0,2,1,0,4,1,3,0,2,1,0,4
1,3,0,2,1,3,4,1,0,3,1,2,3,4
1,3,0,2,1,4,0,1,3,0,2,1,0,4
1,3,0,2,1,4,2,3,1,2,0,1,4,2
1,3,0,2,3,4,0,3,1,0,2,3,0,4
1,3,0,2,3,4,1,2,3,0,2,4,3,2
1,3,0,2,3,4,2,1,3,0,2,3,4,2
1,3,0,2,3,4,2,1,3,0,2,4,3,2
1,3,0,2,3,4,2,1,3,2,0,3,4,2
1,3,0,2,3,4,2,1,3,2,0,4,3,2
1,3,0,2,4,0,1,2,0,3,2,4,0,2
1,3,0,2,4,3,1,2,3,0,2,4,3,2
1,3,0,2,4,3,2,1,3,0,2,3,4,2
1,3,0,2,4,3,2,1,3,0,2,4,3,2
1,3,0,4,1,0,2,1,3,0,1,4,0,2
1,3,0,4,1,0,2,1,3,0,4,1,0,2
1,3,0,4,1,2,0,1,3,0,4,1,0,2
1,3,0,4,1,2,4,3,1,4,0,1,2,4
1,3,0,4,1,3,2,1,0,3,1,4,3,2
1,3,0,4,2,0,1,4,0,3,4,2,0,4
1,3,0,4,2,3,1,4,3,0,4,2,3,4
1,3,0,4,2,3,4,1,3,0,4,2,3,4
1,3,0,4,2,3,4,1,3,0,4,3,2,4
1,3,0,4,3,2,0,3,1,0,4,3,0,2
1,3,0,4,3,2,1,4,3,0,4,2,3,4
1,3,0,4,3,2,4,1,3,0,4,2,3,4
1,3,0,4,3,2,4,1,3,0,4,3,2,4
1,3,0,4,3,2,4,1,3,4,0,2,3,4
1,3,0,4,3,2,4,1,3,4,0,3,2,4
1,3,2,0,1,2,4,1,3,2,0,1,2,4
1,3,2,0,1,2,4,1,3,2,0,1,4,2
1,3,2,0,1,2,4,1,3,2,1,0,2,4
1,3,2,0,1,2,4,1,3,2,1,0,4,2
1,3,2,0,1,2,4,3,1,2,0,1,4,2
1,3,2,0,1,3,4,1,2,3,1,0,3,4
1,3,2,0,1,4,2,1,3,2,0,1,2,4
1,3,2,0,1,4,2,1,3,2,0,1,4,2
1,3,2,0,1,4,2,3,1,2,0,1,4,2
1,3,2,0,3,4,2,1,3,0,2,3,4,2
1,3,2,0,3,4,2,1,3,2,0,3,4,2
1,3,2,0,3,4,2,3,1,0,2,3,4,2
1,3,2,0,3,4,2,3,1,2,0,3,2,4
1,3,2,0,3,4,2,3,1,2,0,3,4,2
1,3,2,0,4,3,2,1,3,0,2,3,4,2
1,3,2,1,0,2,4,1,2,3,0,1,2,4
1,3,2,1,0,2,4,1,2,3,1,0,2,4
1,3,2,1,0,2,4,1,3,2,0,1,2,4
1,3,2,1,0,2,4,1,3,2,1,0,2,4
1,3,2,1,0,3,1,4,2,3,1,0,3,4
1,3,2,1,0,3,1,4,3,2,1,0,3,4
1,3,2,1,0,3,1,4,3,2,1,3,0,4
1,3,2,1,0,3,4,1,2,3,1,0,3,4
1,3,2,1,0,3,4,1,3,2,1,0,3,4
1,3,2,1,0,4,2,1,3,2,0,1,2,4
1,3,2,4,0,2,1,4,2,3,4,0,2,4
1,3,2,4,0,3,1,4,3,2,4,0,3,4
1,3,2,4,0,3,2,1,3,4,2,3,0,2
1,3,2,4,0,3,4,1,3,2,4,0,3,4
1,3,2,4,0,3,4,1,3,2,4,3,0,4
1,3,2,4,1,0,2,1,3,2,4,1,0,2
1,3,2,4,1,0,2,3,1,2,4,1,0,2
1,3,2,4,1,0,4,3,1,4,2,1,0,4
1,3,2,4,1,2,0,1,3,2,1,4,0,2
1,3,2,4,1,2,0,1,3,2,4,1,0,2
1,3,2,4,1,2,0,3,1,2,4,1,0,2
1,3,2,4,3,0,1,4,3,2,4,0,3,4
1,3,2,4,3,0,2,1,3,2,4,3,0,2
1,3,2,4,3,0,2,1,3,4,2,3,0,2
1,3,2,4,3,0,2,3,1,2,4,3,0,2
1,3,2,4,3,0,2,3,1,4,2,3,0,2
1,3,2,4,3,0,4,1,3,2,4,0,3,4
1,3,2,4,3,0,4,1,3,2,4,3,0,4
1,3,2,4,3,0,4,1,3,4,2,0,3,4
1,3,2,4,3,0,4,1,3,4,2,3,0,4
1,3,4,0,1,2,4,1,3,4,0,1,2,4
1,3,4,0,1,2,4,1,3,4,0,1,4,2
1,3,4,0,1,2,4,3,1,4,0,1,2,4
1,3,4,0,1,3,2,1,4,3,1,0,3,2
1,3,4,0,1,4,2,1,3,4,0,1,2,4
1,3,4,0,1,4,2,1,3,4,0,1,4,2
1,3,4,0,1,4,2,1,3,4,1,0,2,4
1,3,4,0,1,4,2,1,3,4,1,0,4,2
1,3,4,0,1,4,2,3,1,4,0,1,2,4
1,3,4,0,2,3,4,1,3,0,4,3,2,4
1,3,4,0,3,2,4,1,3,0,4,3,2,4
1,3,4,0,3,2,4,1,3,4,0,3,2,4
1,3,4,0,3,2,4,3,1,0,4,3,2,4
1,3,4,0,3,2,4,3,1,4,0,3,2,4
1,3,4,0,3,2,4,3,1,4,0,3,4,2
1,3,4,1,0,2,4,1,3,4,0,1,4,2
1,3,4,1,0,3,1,2,3,4,1,0,3,2
1,3,4,1,0,3,1,2,3,4,1,3,0,2
1,3,4,1,0,3,1,2,4,3,1,0,3,2
1,3,4,1,0,3,2,1,3,4,1,0,3,2
1,3,4,1,0,3,2,1,4,3,1,0,3,2
1,3,4,1,0,4,2,1,3,4,0,1,4,2
1,3,4,1,0,4,2,1,3,4,1,0,4,2
1,3,4,1,0,4,2,1,4,3,0,1,4,2
1,3,4,1,0,4,2,1,4,3,1,0,4,2
1,3,4,2,0,3,1,2,3,4,2,0,3,2
1,3,4,2,0,3,2,1,3,4,2,0,3,2
1,3,4,2,0,3,2,1,3,4,2,3,0,2
1,3,4,2,0,3,4,1,3,2,4,3,0,4
1,3,4,2,0,4,1,2,4,3,2,0,4,2
1,3,4,2,1,0,2,3,1,2,4,1,0,2
1,3,4,2,1,0,4,1,3,4,2,1,0,4
1,3,4,2,1,0,4,3,1,4,2,1,0,4
1,3,4,2,1,4,0,1,3,4,1,2,0,4
1,3,4,2,1,4,0,1,3,4,2,1,0,4
1,3,4,2,1,4,0,3,1,4,2,1,0,4
1,3,4,2,3,0,1,2,3,4,2,0,3,2
1,3,4,2,3,0,2,1,3,2,4,0,3,2
1,3,4,2,3,0,2,1,3,2,4,3,0,2
1,3,4,2,3,0,2,1,3,4,2,0,3,2
1,3,4,2,3,0,2,1,3,4,2,3,0,2
1,3,4,2,3,0,4,1,3,2,4,3,0,4
1,3,4,2,3,0,4,1,3,4,2,3,0,4
1,3,4,2,3,0,4,3,1,2,4,3,0,4
1,3,4,2,3,0,4,3,1,4,2,3,0,4
1,4,0,1,2,0,3,1,0,4,1,2,0,3
1,4,0,1,2,0,3,1,0,4,2,1,0,3
1,4,0,1,2,0,3,1,4,0,1,2,0,3
1,4,0,1,2,0,3,1,4,0,2,1,0,3
1,4,0,1,2,3,0,1,4,0,2,1,0,3
1,4,0,1,2,4,1,3,0,4,1,2,4,3
1,4,0,1,2,4,1,3,4,0,1,2,4,3
1,4,0,1,2,4,1,3,4,0,1,4,2,3
1,4,0,1,2,4,3,1,0,4,1,2,4,3
1,4,0,1,2,4,3,1,4,0,1,2,4,3
1,4,0,1,3,0,2,1,0,4,1,3,0,2
1,4,0,1,3,0,2,1,0,4,3,1,0,2
1,4,0,1,3,0,2,1,4,0,1,3,0,2
1,4,0,1,3,0,2,1,4,0,3,1,0,2
1,4,0,1,3,2,0,1,4,0,3,1,0,2
1,4,0,1,3,4,1,2,0,4,1,3,4,2
1,4,0,1,3,4,1,2,4,0,1,3,4,2
1,4,0,1,3,4,1,2,4,0,1,4,3,2
1,4,0,1,3,4,2,1,0,4,1,3,4,2
1,4,0,1,3,4,2,1,4,0,1,3,4,2
1,4,0,2,1,0,3,1,4,0,1,2,0,3
1,4,0,2,1,0,3,1,4,0,2,1,0,3
1,4,0,2,1,3,0,1,4,0,2,1,0,3
1,4,0,2,1,3,2,4,1,2,0,1,3,2
1,4,0,2,1,4,3,1,0,4,1,2,4,3
1,4,0,2,3,0,1,2,0,4,2,3,0,2
1,4,0,2,3,4,1,2,4,0,2,3,4,2
1,4,0,2,3,4,2,1,4,0,2,3,4,2
1,4,0,2,3,4,2,1,4,0,2,4,3,2
1,4,0,2,4,3,0,4,1,0,2,4,0,3
1,4,0,2,4,3,1,2,4,0,2,3,4,2
1,4,0,2,4,3,2,1,4,0,2,3,4,2
1,4,0,2,4,3,2,1,4,0,2,4,3,2
1,4,0,2,4,3,2,1,4,2,0,3,4,2
1,4,0,2,4,3,2,1,4,2,0,4,3,2
1,4,0,3,1,0,2,1,4,0,1,3,0,2
1,4,0,3,1,0,2,1,4,0,3,1,0,2
1,4,0,3,1,2,0,1,4,0,3,1,0,2
1,4,0,3,1,2,3,4,1,3,0,1,2,3
1,4,0,3,1,4,2,1,0,4,1,3,4,2
1,4,0,3,2,0,1,3,0,4,3,2,0,3
1,4,0,3,2,4,1,3,4,0,3,2,4,3
1,4,0,3,2,4,3,1,4,0,3,2,4,3
1,4,0,3,2,4,3,1,4,0,3,4,2,3
1,4,0,3,4,2,0,4,1,0,3,4,0,2
1,4,0,3,4,2,1,3,4,0,3,2,4,3
1,4,0,3,4,2,3,1,4,0,3,2,4,3
1,4,0,3,4,2,3,1,4,0,3,4,2,3
1,4,0,3,4,2,3,1,4,3,0,2,4,3
1,4,0,3,4,2,3,1,4,3,0,4,2,3
1,4,2,0,1,2,3,1,4,2,0,1,2,3
1,4,2,0,1,2,3,1,4,2,0,1,3,2
1,4,2,0,1,2,3,1,4,2,1,0,2,3
1,4,2,0,1,2,3,1,4,2,1,0,3,2
1,4,2,0,1,2,3,4,1,2,0,1,3,2
1,4,2,0,1,3,2,1,4,2,0,1,2,3
1,4,2,0,1,3,2,1,4,2,0,1,3,2
1,4,2,0,1,3,2,4,1,2,0,1,3,2
1,4,2,0,1,4,3,1,2,4,1,0,4,3
1,4,2,0,3,4,2,1,4,0,2,4,3,2
1,4,2,0,4,3,2,1,4,0,2,4,3,2
1,4,2,0,4,3,2,1,4,2,0,4,3,2
1,4,2,0,4,3,2,4,1,0,2,4,3,2
1,4,2,0,4,3,2,4,1,2,0,4,2,3
1,4,2,0,4,3,2,4,1,2,0,4,3,2
1,4,2,1,0,2,3,1,2,4,0,1,2,3
1,4,2,1,0,2,3,1,2,4,1,0,2,3
1,4,2,1,0,2,3,1,4,2,0,1,2,3
1,4,2,1,0,2,3,1,4,2,1,0,2,3
1,4,2,1,0,3,2,1,4,2,0,1,2,3
1,4,2,1,0,4,1,3,2,4,1,0,4,3
1,4,2,1,0,4,1,3,4,2,1,0,4,3
1,4,2,1,0,4,1,3,4,2,1,4,0,3
1,4,2,1,0,4,3,1,2,4,1,0,4,3
1,4,2,1,0,4,3,1,4,2,1,0,4,3
1,4,2,3,0,2,1,3,2,4,3,0,2,3
1,4,2,3,0,4,1,3,4,2,3,0,4,3
1,4,2,3,0,4,2,1,4,3,2,4,0,2
1,4,2,3,0,4,3,1,4,2,3,0,4,3
1,4,2,3,0,4,3,1,4,2,3,4,0,3
1,4,2,3,1,0,2,1,4,2,3,1,0,2
1,4,2,3,1,0,2,4,1,2,3,1,0,2
1,4,2,3,1,0,3,4,1,3,2,1,0,3
1,4,2,3,1,2,0,1,4,2,1,3,0,2
1,4,2,3,1,2,0,1,4,2,3,1,0,2
1,4,2,3,1,2,0,4,1,2,3,1,0,2
1,4,2,3,4,0,1,3,4,2,3,0,4,3
1,4,2,3,4,0,2,1,4,2,3,4,0,2
1,4,2,3,4,0,2,1,4,3,2,4,0,2
1,4,2,3,4,0,2,4,1,2,3,4,0,2
1,4,2,3,4,0,2,4,1,3,2,4,0,2
1,4,2,3,4,0,3,1,4,2,3,0,4,3
1,4,2,3,4,0,3,1,4,2,3,4,0,3
1,4,2,3,4,0,3,1,4,3,2,0,4,3
1,4,2,3,4,0,3,1,4,3,2,4,0,3
1,4,3,0,1,2,3,1,4,3,0,1,2,3
1,4,3,0,1,2,3,1,4,3,0,1,3,2
1,4,3,0,1,2,3,4,1,3,0,1,2,3
1,4,3,0,1,3,2,1,4,3,0,1,2,3
1,4,3,0,1,3,2,1,4,3,0,1,3,2
1,4,3,0,1,3,2,1,4,3,1,0,2,3
1,4,3,0,1,3,2,1,4,3,1,0,3,2
1,4,3,0,1,3,2,4,1,3,0,1,2,3
1,4,3,0,1,4,2,1,3,4,1,0,4,2
1,4,3,0,2,4,3,1,4,0,3,4,2,3
1,4,3,0,4,2,3,1,4,0,3,4,2,3
1,4,3,0,4,2,3,1,4,3,0,4,2,3
1,4,3,0,4,2,3,4,1,0,3,4,2,3
1,4,3,0,4,2,3,4,1,3,0,4,2,3
1,4,3,0,4,2,3,4,1,3,0,4,3,2
1,4,3,1,0,2,3,1,4,3,0,1,3,2
1,4,3,1,0,3,2,1,3,4,0,1,3,2
1,4,3,1,0,3,2,1,3,4,1,0,3,2
1,4,3,1,0,3,2,1,4,3,0,1,3,2
1,4,3,1,0,3,2,1,4,3,1,0,3,2
1,4,3,1,0,4,1,2,3,4,1,0,4,2
1,4,3,1,0,4,1,2,4,3,1,0,4,2
1,4,3,1,0,4,1,2,4,3,1,4,0,2
1,4,3,1,0,4,2,1,3,4,1,0,4,2
1,4,3,1,0,4,2,1,4,3,1,0,4,2
1,4,3,2,0,3,1,2,3,4,2,0,3,2
1,4,3,2,0,4,1,2,4,3,2,0,4,2
1,4,3,2,0,4,2,1,4,3,2,0,4,2
1,4,3,2,0,4,2,1,4,3,2,4,0,2
1,4,3,2,0,4,3,1,4,2,3,4,0,3
1,4,3,2,1,0,2,4,1,2,3,1,0,2
1,4,3,2,1,0,3,1,4,3,2,1,0,3
1,4,3,2,1,0,3,4,1,3,2,1,0,3
1,4,3,2,1,3,0,1,4,3,1,2,0,3
1,4,3,2,1,3,0,1,4,3,2,1,0,3
1,4,3,2,1,3,0,4,1,3,2,1,0,3
1,4,3,2,4,0,1,2,4,3,2,0,4,2
1,4,3,2,4,0,2,1,4,2,3,0,4,2
1,4,3,2,4,0,2,1,4,2,3,4,0,2
1,4,3,2,4,0,2,1,4,3,2,0,4,2
1,4,3,2,4,0,2,1,4,3,2,4,0,2
1,4,3,2,4,0,3,1,4,2,3,4,0,3
1,4,3,2,4,0,3,1,4,3,2,4,0,3
1,4,3,2,4,0,3,4,1,2,3,4,0,3
1,4,3,2,4,0,3,4,1,3,2,4,0,3
2,0,1,2,3,0,2,4,0,1,2,0,3,4
2,0,1,2,3,0,2,4,0,1,2,3,0,4
2,0,1,2,3,0,2,4,1,0,2,3,0,4
2,0,1,2,3,0,4,2,0,1,2,3,0,4
2,0,1,2,3,0,4,2,1,0,2,3,0,4
2,0,1,2,3,1,4,2,0,1,2,3,1,4
2,0,1,2,3,1,4,2,0,1,3,2,1,4
2,0,1,2,3,1,4,2,1,0,2,3,1,4
2,0,1,2,3,1,4,2,1,0,3,2,1,4
2,0,1,2,3,4,1,2,0,1,3,2,1,4
2,0,1,2,4,0,2,3,0,1,2,0,4,3
2,0,1,2,4,0,2,3,0,1,2,4,0,3
2,0,1,2,4,0,2,3,1,0,2,4,0,3
2,0,1,2,4,0,3,2,0,1,2,4,0,3
